record_id,year,make,model,engine,oil_type,oil_capacity,oil_filter,transmission_fluid,source,additional_specs,verification_status,missing_fields,merge_key
73a3c6ffcb97d24137adb17b,2021,BMW,M3,Tubo 3.0,,NaN liters with filter,,,consolidated:full_oil_filter_workbook,"{""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;wix_filter;napa_gold_filter;stp_filter,2021|bmw|m3|tubo30
4d38433379667eb281607ec8,2021,BMW,M440I XDrive,Turbo 3.0,,NaN liters with filter,,,consolidated:full_oil_filter_workbook,"{""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;wix_filter;napa_gold_filter;stp_filter,2021|bmw|m440ixdrive|turbo30
d13ef58825f5f96533b56a00,2021,Cadillac,Escalade,Diesel 3.0,,NaN liters with filter,,,consolidated:full_oil_filter_workbook,"{""oil_plug_torque"":""N\\S ft. lbs."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;wix_filter;napa_gold_filter;stp_filter,2021|cadillac|escalade|diesel30
42e90e4e59b34d82f4e355f6,2022,Audi,RS3,Turbo 2.5,,,57187,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7187"",""stp_filter"":""S9911"",""source_status"":""WIX official application matched. NAPA Gold number derived from the WIX/NAPA cross-reference convention. STP cross-reference: Product-level cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity,2022|audi|rs3|turbo25
35341ec26b71eadd0e4b47f9,2022,Land Rover,Range Rover,4.4,,,57279,,consolidated:full_oil_filter_workbook,"{""oil_plug_torque"":""30 ft. lbs."",""rear_differential_fluid"":""75W-90 Synthetic"",""front_differential_fluid"":""75W-90 Synthetic"",""napa_gold_filter"":""7279"",""stp_filter"":""S10992 / S10992XL"",""source_status"":""WIX official application matched. NAPA Gold number derived from the WIX/NAPA cross-reference convention. STP cross-reference: Product-level cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity,2022|landrover|rangerover|44
1a1489dfa5cf7aa7559f6c93,2022,Mitsubishi,Eclipse Cross,Turbo 1.5,,,57356,,consolidated:full_oil_filter_workbook,"{""oil_plug_torque"":""26 ft. lbs."",""napa_gold_filter"":""7356"",""source_status"":""WIX official application matched. NAPA Gold number derived from the WIX/NAPA cross-reference convention. No STP number recorded without a verified cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity;stp_filter,2022|mitsubishi|eclipsecross|turbo15
86621e1574dc1eb8dc7ab025,2022,Mitsubishi,Outlander Phev,2.4,,,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""WIX official application matched. NAPA Gold number derived from the WIX/NAPA cross-reference convention. No STP number recorded without a verified cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity;stp_filter,2022|mitsubishi|outlanderphev|24
3f27b764b46d1c8535a97d22,2022,Porsche,718 Boxster,4,,,57070,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7070"",""stp_filter"":""S11008 / S11008XL"",""source_status"":""WIX official application matched. NAPA Gold number derived from the WIX/NAPA cross-reference convention. STP cross-reference: Product-level cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity,2022|porsche|718boxster|4
d2c5cc4fb8fd4812cfbd83e3,2022,Porsche,911,4,,,,,consolidated:full_oil_filter_workbook,"{""source_status"":""WIX application requires manual review: No WIX engine match. No STP number recorded without a verified cross-reference."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",incomplete,oil_type;oil_capacity;wix_filter;napa_gold_filter;stp_filter,2022|porsche|911|4
7444bc28b9d7c1bc95f4690c,2023,Acura,Integra,Turbo 1.5,0W-20,3.7 qts. with filter,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv""}",unverified,stp_filter,2023|acura|integra|turbo15
2a728af4e2a0de2f47714b81,2023,Acura,Mdx,Turbo 3,,,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity;stp_filter,2023|acura|mdx|turbo3
218cb36bf776c89fe9a1d498,2023,Acura,Rdx,Turbo 2,,,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity;stp_filter,2023|acura|rdx|turbo2
3745ba2931068a0a9edf03df,2023,Acura,Tlx,Turbo 2,,,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity;stp_filter,2023|acura|tlx|turbo2
d8f1ab6ef55cd5c9ba279e7c,2023,Acura,Tlx,Turbo 3,,,57356,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7356"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity;stp_filter,2023|acura|tlx|turbo3
ba737197c30a159f9d3c7f75,2023,Alfa Romeo,Giulia,Turbo 2,,,57060,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7060"",""stp_filter"":""S3506"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|alfaromeo|giulia|turbo2
d0e418b7ac339e7d181f1226,2023,Alfa Romeo,Stelvio,Turbo 2,,,57060,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7060"",""stp_filter"":""S3506"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|alfaromeo|stelvio|turbo2
25621b25fc0a7d9c7e5634d2,2023,Alfa Romeo,Tonale,Turbo 2,,,57060,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7060"",""stp_filter"":""S3506"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 2/2 same engine/filter family; Oil Capacity: 2/2 same engine/filter family; Oil Plug Torque: 2/2 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|alfaromeo|tonale|turbo2
e459aa7abb486cd861c04be6,2023,Audi,A1,Turbo 1,,,WL7503,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7503"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity;stp_filter,2023|audi|a1|turbo1
3427b31aa1c43496d71cdd9d,2023,Audi,A3,1.4,,,51348,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""1348"",""stp_filter"":""PH2811"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|audi|a3|14
1fc927bea566957f2864453a,2023,Audi,A3,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|audi|a3|turbo2
c1490ed141baa90b350c53b1,2023,Audi,A4,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a4|turbo2
4f27fad9336e7169472dea32,2023,Audi,A4 Quattro,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 2/2 same engine/filter family; Oil Capacity: 2/2 same engine/filter family; Oil Plug Torque: 2/2 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a4quattro|turbo2
7646f1ef4d0e9e91b3c649e0,2023,Audi,A4 allroad,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 3/3 same engine/filter family; Oil Capacity: 3/3 same engine/filter family; Oil Plug Torque: 3/3 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a4allroad|turbo2
a2c54719f1f13bc45ef87fd0,2023,Audi,A5,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 4/4 same engine/filter family; Oil Capacity: 4/4 same engine/filter family; Oil Plug Torque: 4/4 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a5|turbo2
2eb0b4bf804b72fb941328b3,2023,Audi,A5 Quattro,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 5/5 same engine/filter family; Oil Capacity: 5/5 same engine/filter family; Oil Plug Torque: 5/5 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a5quattro|turbo2
aa431ec9c03f424ccd814047,2023,Audi,A5 Sportback,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 6/6 same engine/filter family; Oil Capacity: 6/6 same engine/filter family; Oil Plug Torque: 6/6 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a5sportback|turbo2
c5594f5fb0001aaca28e4f38,2023,Audi,A6,Hybrid 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|audi|a6|hybrid2
6f9f0c3a80c42d1f97a5c5cd,2023,Audi,A6 Allroad,Turbo 3,,,WL10438,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10438"",""stp_filter"":""S45005 / S45005XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|audi|a6allroad|turbo3
ea8cc1299f1e7470d76cdaf3,2023,Audi,A6 Quattro,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 7/7 same engine/filter family; Oil Capacity: 7/7 same engine/filter family; Oil Plug Torque: 7/7 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a6quattro|turbo2
d17cc15ae0522357ca942430,2023,Audi,A6 Quattro,Turbo 3,,,WL10438,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10438"",""stp_filter"":""S45005 / S45005XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a6quattro|turbo3
6ce5e39924c202be7fc2348e,2023,Audi,A7,Turbo 3,,,WL10438,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10438"",""stp_filter"":""S45005 / S45005XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 2/2 same engine/filter family; Oil Capacity: 2/2 same engine/filter family; Oil Plug Torque: 2/2 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a7|turbo3
d1db6688b6b098a86840add2,2023,Audi,A7 Sportback e Plug-in Hybrid quattro,Turbo 2,,,WL10396,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10396"",""stp_filter"":""S11784 / S11784XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 8/8 same engine/filter family; Oil Capacity: 8/8 same engine/filter family; Oil Plug Torque: 8/8 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a7sportbackepluginhybridquattro|turbo2
c83573d1dc4e87aeb5998eb4,2023,Audi,A8,Turbo 3,,,WL10438,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10438"",""stp_filter"":""S45005 / S45005XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 3/3 same engine/filter family; Oil Capacity: 3/3 same engine/filter family; Oil Plug Torque: 3/3 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|a8|turbo3
ff42d89d48f1e823916ff735,2023,Audi,A8,Turbo 4,,,WL10438,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10438"",""stp_filter"":""S45005 / S45005XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|audi|a8|turbo4
7beb5df0679b840e3b6f320b,2023,Audi,Q2,1.4,,,51348,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""1348"",""stp_filter"":""PH2811"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|audi|q2|14
